name,url,type,seal_brewer_member,ba_associate_member,ab_inbev,state
Rusty Bull Brewing Company,Www.rustybullbrewing.com,Brewpub,Y,,,SC
Rusty Gold Brewing,,Micro,,,,PA
Rusty Nickel Brewing Co.,www.rustynickelbrewing.com,Brewpub,Y,,,NY
Rusty Rail Brewing,www.rustyrailbrewing.com,Brewpub,Y,,,PA
Rusty Truck Brewing Company,www.rustytruckbrewing.com,Brewpub,Y,,,OR
Ryan Brewing Company,www.ryanbrewingcompany.com,Micro,,,,IL
S & S Farm Brewery,www.sandsbrewery.com,Micro,,,,NY
Sabbath Brewing,,Planning,,Y,,GA
Sackbut Brewing and Barrelwerks,www.sackbutbrewing.com,Micro,,,,CA
Sackets Harbor Brewing Co,www.sacketsharborbrewpub.com,Brewpub,,,,NY
Saco River Brewing,www.facebook.com/sacoriverbrewing,Micro,,,,ME
Sacrament Brewing,www.sacramentbrewing.com,Micro,Y,,,CA
Sacred Lake Brewing,,Planning,,Y,,IL
Sacred Waters Brewing Company,www.sacredwatersbrewing.com,Planning,,Y,,MT
Sacrilege Brewing Project,,Brewpub,Y,,,CA
Sactown Union Brewery,sactownunion.com,Micro,Y,,,CA
Sad City Brewing Company,www.sadcitybrewing.com,Planning,,Y,,
Saddle Mountain Brewing Company,,Brewpub,Y,,,AZ
Saddle Rock Pub & Brewery,www.saddlerockbrewery.com,Brewpub,,,,WA
Saddlebock Brewery,www.saddlebock.com,Micro,Y,,,AR
Safety Team Brewing Company,,Planning,,Y,,
Sager Beer Works,www.sagerbeerworks.com,Planning,,Y,,NY
Sahm Brewing Company,www.facebook.com/SahmBrewCo/,Micro,Y,,,NY
"Sailfish Brewing Company, llc",www.sailfishbrewingco.com,Micro,Y,,,FL
Saint Archer Brewing Company,www.saintarcherbrewery.com,Large,,Y,,CA
Saint Arnold Brewing Co,www.saintarnold.com,Regional,Y,,,TX
Saint Benjamin Brewing Co,,Micro,Y,,,PA
Saint Boniface Craft Brewing Co,,Brewpub,Y,,,PA
Saint Croix Beer Co. DBA Saint Croix Brewing Co.,www.stcroixbeer.com,Contract,,,,MN
Saint Hazards Brewery,,Brewpub,,,,OH
Saint J Brewery,www.saintjbrewery.com,Brewpub,,,,VT
Saint James Brewery,www.saintjamesbrewery.com,Micro,Y,,,NY
Saint Michael's Brewing Company,,Planning,,Y,,FL
Saint Patrick's Brewing Company,www.stpatricksbrewco.com,Micro,,,,CO
Saint Somewhere Brewing Co,www.saintsomewherebrewing.com,Micro,,,,FL
Saints Row Brewing,www.saintsrowbeer.com,Micro,Y,,,MD
"SakeBrooklyn Brewing Co., LLC",www.sakebrooklyn.com,Planning,,Y,,NY
Salem Ale Works,www.aleinsalem.com,Brewpub,Y,,,OR
Salem Beer Works,www.beerworks.net,Brewpub,,,,MA
Salish Sea Brewing Company,www.salishbrewing.com,Brewpub,,,,WA
Salmon River Brewery,www.salmonriverbrewery.com,Brewpub,Y,,,ID
Saloon Door Brewing Co,www.saloondoorbrewing.com,Brewpub,,,,TX
Salt City Brewing,,Micro,Y,,,KS
Salt Creek Brewery,www.saltcreeekbrewery.beer,Brewpub,Y,,,IN
Salt Flats Brewery,rpmbeer.com,Micro,Y,,,UT
Salt Lake Brewing Co/ Squatters Pub Brewery,www.squatters.com,Micro,Y,,,UT
Salt Marsh Brewing,www.facebook.com/Saltmarshbrew/,Brewpub,Y,,,SC
"Salt Point Brewing Co, LLC",,Brewpub,Y,,,NY
Salt Springs Brewery,wwww.saltpsringsbrewery.com,Brewpub,Y,,,MI
Saltbox Brewery,www.saltboxkitchen.com,Brewpub,Y,,,MA
SaltFire Brewing Co.,,Micro,,,,UT
Saltmarsh Brewery,adam@saltmarshbrewery.com,Planning,,Y,,MA
Saltwater Brewery,www.saltwaterbrewery.com,Micro,Y,,,FL
Salty Nut Brewery,www.saltynutbrewery.com,Micro,Y,,,AL
Salty Turtle Beer Company,www.saltyturtlebeer.com,Micro,Y,,,NC
Salud Cerveceria,www.saludbeershop.com,Brewpub,Y,,,NC
Sam Bond's Brewing Co,www.sambondsbrewing.com,Brewpub,Y,,,OR
Samuel Adams Pennsylvania Brewing Co,,Regional,Y,,,PA
San Diego Brewing Co,www.sandiegobrewing.com,Brewpub,Y,,,CA
San Fernando Brewing Co.,www.sanfernandobrewingcompany.com,Micro,Y,,,CA
San Francisco Brewing Co,www.sfbrewingco.com,Proprietor,Y,,,CA
San Gabriel River Brewery Inc,www.sangabrielriverbrewery.com,Micro,,,,TX
San Jacinto Brewing Company,,Planning,,Y,,TX
San Juan Island Brewing Company,www.sanjuanbrew.com,Brewpub,Y,,,WA
San Luis Valley Brewing Co,www.slvbrewco.com,Brewpub,Y,,,CO
San Marcos Brewery and Grill,,Brewpub,Y,,,CA
San Pedro Brewing Co,www.sanpedrobrewing.com,Brewpub,,,,CA
Sanctuary Brewing Company,www.sanctuarybrewco.com,Micro,Y,,,NC
Sanctuary Spirits,www.sanctuaryspirits.com,Micro,,,,MI
Sanctum Brewing Co,www.sanctumbrewing.com,Micro,Y,,,CA
Sand City Brewing Co.,www.sandcitybeer.com,Micro,Y,,,NY
Sand Creek Brewing Co,www.sandcreekbrewing.com,Micro,,,,WI
Sand Mtn brewery,Www.sandmtnbrewery.com,Planning,,Y,,AL
Sandbox Brewing Company,www.sandboxbrewing.com,Micro,,,,CA
Sandhill Crane Vineyards,www.sandhillcranevineyards.com,Micro,,,,MI
Sandhills Brewing,www.sandhillsbrewing.com,Micro,,,,KS
Sandude Brewing Co,,Micro,,,,CA
Sandy Springs Brewing Company,www.sandyspringsbrewery.com,Brewpub,Y,,,OH
Sanford Brewing Company,www.sanfordbrewing.com,Brewpub,,,,FL
Sanitas Brewing Co,www.sanitasbrewing.com/,Micro,Y,,,CO
Santa Barbara Brewing Co,www.sbbrewco.com,Brewpub,Y,,,CA
Santa Clara Valley Brewing,www.scvbrewing.com,Micro,Y,,,CA
Santa Cruz Aleworks,www.santacruzaleworks.com,Brewpub,,,,CA
Santa Cruz Mountain Brewing,,Brewpub,Y,,,CA
Santa Fe Brewing Co,www.santafebrewing.com,Regional,Y,,,NM
Santa Maria Brewing Co,www.santamariabrewingco.com,Micro,,,,CA
Santa Monica Brew Works,www.santamonicabrewworks.com,Micro,Y,,,CA
SanTan Brewing and Distilling - Uptown Phoenix,,Planning,,Y,,AZ
SanTan Brewing Co,www.santanbrewing.com,Regional,Y,,,AZ
SanTan Brewing Co - Uptown Chandler,,Micro,Y,,,AZ
Sante Adairius Rustic Ales,www.rusticales.com,Micro,Y,,,CA
Santiam Brewing Co,www.santiambrewing.com,Micro,Y,,,OR
Sapphire Mountain Brewing Co,www.sapphiremountainbrewingcompany.com,Contract,,,,NC
Sapporo Brewery USA,,Large,,,,WI
Saranac Brewery / Matt Brewing Co,www.saranac.com,Regional,Y,,,NY
Sarasota Brewing Co,www.sarasotabrewing.com,Brewpub,,,,FL
Sasquatch Brewery,www.sasquatchbrewery.com,Micro,Y,,,OR
Sasquatch Pub,,Brewpub,Y,,,OR
Sato Brewpub,www.satobrewpub.com,Brewpub,Y,,,NY
Satulah Mountain Brewing Co,www.satulahmountainbrewing.com,Micro,Y,,,NC
Sauced BBQ & Spirits,www.saucedbbqandspirits.com,Contract,,,,CA
Saucony Creek Brewing Company,www.sauconycreekbrewing.com,Micro,Y,,,PA
Saucy Brew Works,www.saucybrewworks.com,Brewpub,Y,,,OH
Saugatuck Brewing Co,www.saugatuckbrewing.com,Micro,Y,,,MI
Savage Craft Ale Works,www.savagecraftaleworks.com,Planning,,Y,,
Savage Mountain Brewing,www.savagemountainbrewing.com,Planning,,Y,,
Savagewood Brewing Company,www.savagewoodbrewing.com,Micro,Y,,,CA
Savannah Beer Company,,Planning,,Y,,GA
Savannah River Brewing Company,www.savannahriverbrew.com,Micro,Y,,,GA
Save the World Brewing Co,www.savetheworldbrewing.com,Micro,Y,,,TX
Sawbriar Brewery,www.sawbriarbrewery.com,Planning,,Y,,LA
Sawmill Brewing Co,www.sawmillbrewing.net,Micro,Y,,,WI
Sawmill Pizza and Brew Shed,www.weddingsinechovalley.com,Brewpub,,,,WI
Sawstone Brewing Co,,Planning,,Y,,
Sawtooth Brewery,www.sawtoothbrewery.com,Brewpub,,,,ID
SBB,,Planning,,Y,,
Scale House Brewery,www.scalehousebrews.com,Brewpub,Y,,,NY
Scale House Brewery & Pub,www.scalehousebrewpub.com,Brewpub,Y,,,NY
Scallywag Brewing,www.scallywagbrewing.com,Planning,,Y,,
Scamp Brewing Co,www.scampbrewing.com,Micro,,,,WA
Scantic River Brewery,www.scanticriverbrewery.com,Micro,,,,MA
Scarlet Lane Brewing Company LLC,www.scarletlanebrew.com,Micro,Y,,,IN
Scatter Creek Brewing,www.facebook.com/ScatterCreekBrewing/,Micro,,,,WA
Schilling Beer Co,www.schillingbeer.com,Brewpub,Y,,,NH
SchillingBridge Winery & Microbrewery,www.schillingbridgewinery.com,Brewpub,Y,,,NE
"Schlafly Beer/The Saint Louis Brewery, LLC",www.schlafly.com,Regional,,,,MO
Schlafly Bottleworks,www.schlafly.com,Regional,,,,MO
Schmohz Brewery,www.schmohz.com,Micro,,,,MI
Schmucks Brewing Co,www.schmucksbrewing.com,Planning,,Y,,MI
Schnitz Brewery,www.schnitzbrewery.com,Brewpub,,,,IN
Scholb Premium Ales,www.drinkscholb.com,Micro,Y,,,CA
Schooner Exact Brewing Co,,Micro,Y,,,WA
Schram Vineyards Winery & Brewery,SchramVineyards.com,Micro,,,,MN
Schulz Brau Brewing Company,www.schulzbraubrewing.com,Micro,Y,,,TN
Schummthing's Brewing,,Planning,,Y,,
Scissortail Brewing Co.,www.scissortailbrew.com,Planning,,Y,,OK
Scofflaw Brewing Co,www.scofflawbeer.com,Micro,Y,,,GA
Sconnie Beverage,www.sconniebeer.com,Contract,,,,WI
Scorched Earth Brewing Co.,scorchedearthbrewing.com,Micro,Y,,,IL
Scorpion Brewing,www.scorpionbrewing.com,Micro,,,,MD
Scottish Bloodline Brewing,Www.scottishbloodlinebrewing.com,Planning,,Y,,MA
Scottsdale Beer Company,www.scottsdalebeercompany.com,Brewpub,Y,,,AZ
Scotty's Bierwerks,www.facebook.com/scottysbierwerks,Micro,Y,,,FL
Scout Beer,www.scoutpdx.com,Micro,Y,,,OR
Scrappy Punk Brewing,www.facebook.com/scrappypunkbrew,Micro,,,,WA
Scratch Brewing Company,www.scratchbeer.com,Brewpub,Y,,,IL
Scratchtown Brewing Company,www.scratchtownbrewingcompany.com,Micro,Y,,,NE
Screamin Hill Brewery,www.screaminhill.com,Micro,Y,,,NJ
Screech Owl Brewing,www.screechowlbrewing.com,Micro,Y,,,WV
Scriptown Brewing Company,www.scriptownbrewing.com,Micro,,,,NE
Scuttlebutt Brewing Co,www.scuttlebuttbrewing.com,Micro,Y,,,WA
Sea Dog Brewing,www.seadogbrewing.com,Micro,Y,,,ME
Sea Dog Brewing Co,,Brewpub,Y,,,NH
Sea Dog Brewing Co - Bangor,www.seadogbrewing.com,Brewpub,Y,,,ME
Sea Dog Brewing Co - Clearwater,www.seadogbrewing.com,Micro,Y,,,FL
Sea Dog Brewing Co - S. Portland,www.seadogbrewing.com,Brewpub,Y,,,ME
Sea Dog Brewing Company Exeter,,Brewpub,Y,,,NH
Sea Drift Ales and Lagers,www.barleymowbrewingco.com,Micro,,,,FL
Seabright Brewery,www.seabrightbrewery.com,Brewpub,Y,,,CA
Sean Patrick's Pub,,Planning,,Y,,TX
Seapine Brewing Company,www.seapinebrewing.com,Micro,,,,WA
Seaquake Brewing,www.seaquakebrewing.com,Brewpub,Y,,,CA
Seaside Brewery,www.seasidebrewery.com,Brewpub,Y,,,OR
Sebago Brewing Co,,Micro,Y,,,ME
Sebago Brewing Co,www.sebagobrewing.com,Micro,Y,,,ME
Secatogue Brewing Co.,www.secatoguebrewing.com,Micro,Y,,,NY
Second Chance Beer Company,www.secondchancebeer.com,Micro,Y,,,CA
Second District Brewing Co.,seconddistrictbrewing.com,Brewpub,Y,,,PA
Second Line Brewing,www.secondlinebrewing.com,Micro,Y,,,LA
Second Profession Brewing Company,www.secondprofessionbrewing.com,Brewpub,,,,OR
Second Salem Brewing Company,www.secondsalem.com,Brewpub,Y,,,WI
Second Self Brewing,secondselfbeer.com,Micro,Y,,,GA
Second Son Brews,,Micro,,,,CA
Second State Brewing Company,,Micro,,,,IA
Second Street Brewery,www.secondstreetbrewery.com,Brewpub,Y,,,NM
Second Street Brewery - Rufina,www.secondstreetbreweryrufina.com,Brewpub,Y,,,NM
Second Wind Brewing Company,www.secondwindbrewing.com,Micro,Y,,,MA
"Secret Trail Brewing Company, LLC",ww.secrettrailbrewing.com,Micro,Y,,,CA
Sedona Beer Company,www.sedonabeerco.com,Brewpub,Y,,,AZ
Seedstock Brewery,www.seedstockbrewery.com,Micro,Y,,,CO
"Seery Athlone Brewing, Inc",www.seeryathlonebrewing.com,Micro,,,,IL
Seguin Brewing Company,www.seguinbrewing.com,Micro,Y,,,TX
Seismic Brewing Co,www.seismicbrewingco.com/,Micro,Y,,,CA
Selins Grove Brewing Co,www.selinsgrovebrewing.com,Brewpub,,,,PA
Selkirk Abbey Brewing,www.selkirkabbey.com,Micro,,,,ID
Seminar Brewing,seminar brewing.com,Brewpub,Y,,,SC
Seneca Lake Brewing Company,www.senecalakebrewing.com,Micro,,,,NY
Seneca Lodge Craft Brewing At Seneca Lodge,www.senecalodge.com,Brewpub,,,,NY
Seneca Street Brew Pub,www.senecastreetbrewpub.com,Brewpub,Y,,,NY
Sentinel Peak Brewing Company,www.sentinelpeakbrewing.com,Brewpub,Y,,,AZ
Separatist Beer Project,www.soleales.com,Proprietor,Y,,,PA
Sequoia Brewing Co - Tower District,www.sequoiabrewing.com,Brewpub,,,,CA
Serda Brewing Company,www.serdabrewing.com,Micro,Y,,,AL
Serious Brewing Co.,,Micro,Y,,,NY
Service Brewing Company,www.servicebrewing.com,Micro,Y,,,GA
Seven Arrows Brewing Co.,www.sevenarrowsbrewing.com,Micro,Y,,,VA
Seven Brides Brewery,www.sevenbridesbrewing.com,Micro,,,,OR
Seven Bridges Grille and Brewery,www.7bridgesgrille.com,Brewpub,Y,,,FL
Seven Jars Products,,Micro,,,,NC
Seven Saws Brewing,www.sevensawsbrewing.com,Micro,,,,MA
Seven Sirens Brewing Company,,Planning,,Y,,PA
Seven Stills,www.sevenstillsofsf.com,Micro,,Y,,CA
Seven Story Brewing,www.sevenstorybrewing.com,Micro,,,,NY
Sevens Brew Pub,www.fingerlakesgaming.com,Brewpub,,,,NY
Seventh Son Brewing Co,www.seventhsonbrewing.com,Micro,Y,,,OH
Severance Brewing Company,www.severancebrewingcompany.com,Planning,,Y,,SD
Sew Hop'd Brewery LLC,www.sewhopd.com,Planning,,Y,,IL
Seward Brewing,www.sewardbrewingcompany.com,Brewpub,,,,AK
SFLBrewery In Planning,,Planning,,Y,,FL
Shackett's Brewing Company,,Micro,,,,NH
Shackleton Beer Company,,Planning,,Y,,
Shade Tree Brewing,www.shadetreebrewing.com,Micro,,,,OR
Shade Tree Saloon & Grill,www.shadetreesaloon.com,Brewpub,,,,TX
Shades of Pale Brewery,www.shadesofpale.com,Micro,Y,,,UT
Shadow Puppet Brewing Company,www.shadowpuppetbrewing.com,Brewpub,Y,,,CA
ShadowView Brewing,www.shadowviewbrewing.com,Planning,,Y,,IL
Shady Oak Barrel House,shadyoakbarrelhouse.com,Micro,Y,,,CA
"Shaidzon Beer Company, LLC",www.shaidzonbeerco.com,Micro,Y,,,RI
Shakopee Brewhall,www.shakopeebrewhall.com,Micro,Y,,,MN
Shale Brewing Co,www.shalebrewing.com,Micro,,,,OH
Shale Creek Brewing,www.shalecreekbrewing.com,Brewpub,,,,IN
Shamrock Brewing Company,www.shamrockbrewing.com,Brewpub,Y,,,CO
"Shannon Brewing Company, LLC",https://shannonbrewing.com,Micro,Y,,,TX
Shanty Irish Brewing Company/Rooney's Irish Pub,www.rooneysirishpub.net,Brewpub,Y,,,CA
Shanty Shack Brewing,shantyshackbrewing.com,Brewpub,Y,,,CA
Shattuck Brewery,www.shattuckbrewery.com,Micro,,,,ID
Shawnee Craft Brewery,,Brewpub,,,,PA
Shebeen Brewing Company,www.shebeenbrewing.com,Micro,,,,CT
Shed Yeti,,Planning,,Y,,
Sheepscot Valley Brewing Co,www.sheepscotbrewing.com,Micro,,,,ME
Shelter Beer Company,www.shelterbeercompany.com,Planning,,Y,,
Shelter Island Craft Brewery,www.home.shelterislandcraftbrewery.com,Brewpub,,,,NY
Shenandoah Valley Brewing Company,www.shenvalbrew.com,Micro,,,,VA
Sheridan Brewing company,,Planning,,Y,,WY
Sherpa Brewery Pvt. Ltd.,,Contract,,Y,,CO
Sherwood Brewing Co,www.sherwoodbrewing.com,Brewpub,,,,MI
Shiny Top Brewing,www.shinytopbrewing.com,Micro,,,,IA
Ship Bottom Brewery,www.shipbottombrewery.com,Micro,Y,,,NJ
Shipwreck Brewing Company,www.shipwreckbrewingcompany.com,Brewpub,,,,MI
Shipwrecked Restaurant and Brewery,www.shipwreckedmicrobrew.com,Brewpub,Y,,,WI
Shipyard Brew Pub Eliot,www.shipyard.com,Brewpub,Y,,,ME
Shipyard Brewing Co,www.shipyard.com,Regional,Y,,,ME
Shire Breu Hous,www.shire.beer,Brewpub,,,,MA
Shire Station Brewing Company,www.shirestation.com,Micro,Y,,,CA
Shmaltz Brewing Co,www.shmaltzbrewing.com,Micro,,,,NY
Shoe Tree Brewing Co.,www.shoetreebrewing.com,Micro,Y,,,NV
Shoes & Brews,www.shoesbrews.com,Micro,,,,CO
Shoreline Brewery,www.shorelinebrewery.com,Brewpub,Y,,,IN
Short Fuse Brewing Company,www.shortfusebrewing.com,Brewpub,Y,,,IL
Short Story Brewing,www.shortstorybrewing.com,Brewpub,Y,,,WV
Short's Brewing Co,www.shortsbrewing.com,Brewpub,Y,,,MI
Short's Brewing Co - Production Facility,www.shortsbrewing.com,Regional,Y,,,MI
Shortway Brewing Company,www.shortwaybrewing.com,Micro,Y,,,NC
Shoug Brewing Company,www.shougbrewing.com,Micro,Y,,,WA
"Shovel Town Brewery, Inc.",,Brewpub,Y,,,MA
Shrewd Fox Brewery,www.shrewdfoxbrewery.com,Micro,Y,,,NY
Shrub Steppe Smokehouse Brewery,www.shrubsteppebrewing.com,Brewpub,Y,,,WA
"ShuBrew, LLC",,Brewpub,Y,,,PA
Shy Bear Brewing,www.shybearbrewing.com,Brewpub,Y,,,PA
Sibling Revelry Brewing,www.siblingrevelrybrewing.com,Micro,Y,,,OH
Sick N Twisted Brewing Co,,Brewpub,Y,,,SD
Side Brewing,www.sidebrewing.com,Planning,,Y,,NJ
Side By Each Brewing Co,,Planning,,Y,,ME
Side Door Brewing Company,www.sidedoorbrewery.com,Micro,,,,FL
Side Lot Brewery,www.sidelotbrewing.com,Micro,Y,,,IL
Side Project Brewing,www.SideProjectBrewing.com,Micro,Y,,,MO
Sidellis Lake Tahoe,,Brewpub,Y,,,CA
Sideswipe Brewing,www.sideswipebrewing.com,Micro,,,,OH
Sidetrack Brewing Company,www.sidetrackbrewing.net,Micro,Y,,,NM
Sidetracked Brewery,www.sidetrackedbrew.com,Micro,Y,,,NC
Sierra Blanca Brewing Co,www.sierrablancabrewery.com,Micro,Y,,,NM
Sierra Nevada Brewing Co,www.sierranevada.com,Regional,Y,,,CA
Sierra Nevada Brewing Co,www.sierranevada.com,Regional,Y,,,NC
Sig. Luscher Brewery,Www.sigluscherbrewery.com,Planning,,Y,,
Sigma Brewing Company,www.sigmabrewingcompany.com,Micro,Y,,,TX
Sigma Ingredients LLC,www.sigmaingredients.com,Planning,,Y,,MD
Silo's,www.silosnapa.com,Brewpub,,,,CA
Siluria Brewing Company,www.siluriabrewing.com,Planning,,Y,,AL
Silva Brewing,www.silvabrewing.com,Micro,Y,,,CA
Silver Branch Brewing Company,www.silverbranchbrewing.com,Planning,,Y,,MD
Silver City Brewery,www.silvercitybrewery.com,Regional,Y,,,WA
Silver Creek Brewing Co,www.silvercreekbrewing.com,Micro,Y,,,WI
Silver Falls Brewery,www.silverfallsbrewery.com,Micro,Y,,,OR
Silver Gulch Brewing Co,www.silvergulch.com,Micro,Y,,,AK
Silver Harbor Brewing Company,silverharborbrewing.com,Brewpub,Y,,,MI
Silver Lake Brewing Project,silverlakebrewingproject.com,Micro,Y,,,NY
Silver Moon Brewing,www.SilverMoonBrewing.com,Micro,Y,,,OR
Silver Moon Brewing,,Micro,Y,,,OR
Silver Peak Restaurant and Brewery,www.silverpeakbrewery.com,Brewpub,Y,,,NV
SIlverback Brewing Company,,Planning,,Y,,
Silverking Brewing Company,www.silverkingbrewing.com,Micro,,,,FL
Simple Roots Brewing Co,,Micro,Y,,,VT
Simplicity Brewing Company,www.mkt.com/simplicitybrewingsupplies,Micro,,,,ME
Sin City Beer Co,www.sincitybeer.com,Contract,,Y,,NV
Sing Sing Kill Brewery,www.singsingkillbrewery.com,Micro,Y,,,NY
"Singin' River Brewing Company, LLC",www.singinriverbrewing.com,Micro,Y,,,AL
Single Hill Brewing Company,www.singlehillbrewing.com,Micro,Y,,,WA
Single Speed Brewing Co,www.singlespeedbrewing.com,Brewpub,Y,,,IA
Single Speed Brewing Co Tap Room,,Brewpub,Y,,,IA
Singlecut Beersmiths,www.singlecut.com,Micro,Y,,,NY
Sinistral Brewing Company,www.sinistralbrewingcompany.com,Micro,Y,,,VA
Siren Rock Brewing Company,,Planning,,Y,,TX
Siskiyou Brew Works,www.siskiyoubrewworks.com,Brewpub,,,,CA
Sister Lakes Brewing Company,www.sisterlakesbrewing.com,Brewpub,,,,MI
Sisyphus Brewing,www.sisyphusbrewing.com,Micro,,,,MN
Siuslaw Brewing,,Micro,,,,OR
Six Harbors Brewing Company,,Proprietor,Y,,,NY
Six Mile Bridge Brewery,www.sixmilebridgebeer.com,Micro,Y,,,MO
Six Rivers Brewery,,Brewpub,Y,,,CA
Six Ten Brewing,,Micro,Y,,,FL
Sixpoint Brewery,www.sixpoint.com,Regional,Y,,,NY
Sixth Sense Brewing Company,www.sixthsensebrewing.com,Micro,Y,,,OH
SJ Brewing Company,www.SJBrewingCo.com,Micro,,,,FL
SKA Brewing,,Regional,Y,,,CO
Skagit River Brewery,www.skagitbrew.com,Brewpub,,,,WA
Skagit Valley Malting,,Micro,Y,,,WA
Skagway Brewing Co,www.skagwaybrewing.com,Brewpub,Y,,,AK
Skaneateles Brewery,,Planning,,Y,,
SKBrewery LLC,www.skbrewery.com,Planning,,Y,,
Skeleton Crew Brew,www.skeletoncrewbrew.com,Micro,Y,,,WI
Skeleton Key Brewery,www.skeletonkeybrewery.com,Micro,Y,,,IL
Sketchbook Brewing Company,,Micro,Y,,,IL
Skewed Brewing,Skewedbrewing.com,Brewpub,Y,,,NY
Skipping Rock Beer Co.,www.skippingrockbeer.com,Planning,,Y,,VA
Skookum Brewery,www.skookumbrewing.com,Micro,,,,WA
Skull Camp Brewing,www.skullcampbrewing.com,Micro,Y,,,NC
Skull Mechanix Brewing,www.skullmechanix.com,Micro,Y,,,TX
Sky High Brewing,www.skyhighbrewing.com,Brewpub,Y,,,OR
Skydance Brewing Company,www.facebook.com/SkydanceBrewing/,Planning,,Y,,OK
Skyland Ale Works,www.skylandaleworks.com,Micro,Y,,,CA
Skyroc Brewery,www.skyrocbrewery.com,Micro,,,,MA
Slack Tide Brewing Company,www.slacktidebrewingco.com,Micro,Y,,,NJ
Slackers Brewing Co,www.slackersbrew.com,Planning,,Y,,
Slantways Brewing Company,,Planning,,Y,,TX
Slate Farm Brewery,,Micro,,,,MD
Slate Rock Brewing Company,www.slaterockbrewing.com,Micro,,,,AR
Slaughter County Brewing,www.slaughtercountybrewing.com,Brewpub,,,,WA
Sleeping Giant Brewing Company,www.sleepinggiantbrewing.com,Micro,Y,,,CO
Sleepy Dog Brewing Co,,Micro,Y,,,AZ
Sleepy Owl Brewery,www.sleepyowlbrewery.com,Micro,,,,TN
Slesar Bros Brewing Co - Boston Beer Works,www.beerworks.net,Brewpub,,,,MA
SlickFin Brewing Company LLC,,Planning,,Y,,NY
Slippery Pig Brewery,www.slipperypigbrewing.com,Brewpub,Y,,,WA
SLO Brewing Co,www.slobrew.com,Micro,Y,,,CA
SLO Brewing Co - The Rock,,Brewpub,Y,,,CA
Sloop Brewing,www.sloopbrewing.com,Micro,Y,,,NY
Slow Lane Brewing,,Planning,,Y,,
Slow Play Brewing Company,,Planning,,Y,,SC
Slow Pour Brewing Company,www.slowpourbrewing.com,Micro,Y,,,GA
Slowboat Brewing Company,www.slowboatbrewco.com,Micro,,,,MS
Sluggo Brewing,www.halfpintpizzapub.com,Micro,,,,WA
Sly Fox Brewhouse and Eatery,www.slyfoxbeer.com,Micro,Y,,,PA
Sly Fox Brewing Co,www.slyfoxbeer.com,Regional,Y,,,PA
Small Batch Beer Co,www.smallbatchws.com,Brewpub,,,,NC
Small Brewpub,www.smallbrewpub.com,Brewpub,,,,TX
Small Change Brewing Company,www.smallchangebrewing.com,Contract,,,,MA
Small Craft Brewing Co,www.smallcraftbrewing.com,Micro,,,,NY
Small Town Brewery,,Large,,Y,,IL
Smart Beer Company,www.smartbeercompany.com,Contract,,,,NY
Smartmouth Brewing Co,www.smartmouthbrewing.com,Micro,Y,,,VA
Smartmouth Brewing Pilot House,,Micro,Y,,,VA
Smelter City Brewing,www.smeltercitybrewing.com,Micro,Y,,,MT
Smiling Toad Brewery,www.smilingtoadbrewery.com,Micro,,,,CO
Smith & Lentz Brewing,www.smithandlentz.com,Micro,,,,TN
Smith Rock Brewing,www.smithrockbrewing.com,Brewpub,,,,OR
Smitten Brewing Co.,,Planning,,Y,,
Smitty's Brewing,,Micro,,,,WA
Smockville Brewhouse,www.smockvillebrewhouse.com,Brewpub,,,,OR
Smog City Brewing,www.smogcitybrewing.com,Micro,Y,,,CA
Smog City Brewing Wood Cellar,www.smogcitybrewing.com,Micro,Y,,,CA
Smoke Brewing Company,,Brewpub,Y,,,MO
Smoke Mountain Brewery,www.smokemtn.com,Micro,,,,CA
Smokehouse Brewing,www.smokehousebrewing.com,Brewpub,,,,OH
Smoketown Brewing Station,www.smoketownbrewing.com,Micro,Y,,,MD
Smoking Cannon Brewery,www.smokingcannonbrewery.com,Micro,Y,,,CA
Smoky Mountain Brewery (#1),www.smoky-mtn-brewery.com,Brewpub,Y,,,TN
Smoky Mountain Brewery (#2) - Gatlinburg,www.smoky-mtn-brewery.com,Brewpub,Y,,,TN
Smoky Mountain Brewery (#3) - Pigeon Forge,www.smoky-mtn-brewery.com,Brewpub,Y,,,TN
Smoky Mountain Brewery (#4) - Turkey Creek,www.smoky-mtn-brewery.com,Brewpub,Y,,,TN
Smuggler's Brewpub,www.smugglersbrewpub.com,Brewpub,Y,,,CO
Smuttynose Brewing Co,www.smuttynose.com,Regional,Y,,,NH
Smylie Brothers Brewing Co,www.smyliebros.com,Brewpub,Y,,,IL
Snafu Brewing Company,www.snafubrewingcompany.com,Micro,,,,SC
Snake River Brewing Co,www.snakeriverbrewing.com,Micro,Y,,,WY
Snipes Mountain Brewing Co,www.snipesmountain.com,Micro,Y,,,WA
Snitz Creek Brewery,www.snitzcreekbrewery.com,Brewpub,Y,,,PA
Snoqualmie Falls Brewing Co,,Brewpub,Y,,,WA
SnoTown Brewery,www.facebook.com/SnoTownBrewery/,Micro,,,,WA
Snow Belt Brew,,Micro,,,,OH
Snow Eagle Brewing,www.snoweaglebrewing.com,Brewpub,Y,,,ID
Snow Hop Brewery,,Micro,,,,MT
Snowbank Brewing,www.snowbank.beer,Micro,Y,,,CO
Snowbelt Brewing Company,,Brewpub,,,,MI
Snowbird Brewing Company,,Planning,,Y,,
Snowshoe Brewing Co,www.snowshoebrewing.com,Brewpub,,,,CA
